2018-03-15,22.1,9,65,薄曇後一時晴,4.1,1013.9
2018-03-16,17.5,5.7,79,雨一時曇,4.5,1009.7
2018-03-17,12.1,3.1,52,快晴,3.2,1023.3
2018-03-18,15.8,5.4,60,曇一時晴,2.9,1021.4
2018-03-19,18,8.7,70,曇,2.1,1013.3
2018-03-20,11.1,6.5,85,雨後時々曇,3.7,1016.1
2018-03-21,6.6,1.7,88,雨後みぞれ,3.1,1015.4
2018-03-22,14.5,4.1,88,曇時々雨後一時晴,2.8,995.3
2018-03-23,18.8,7.8,62,曇時々晴,2.6,1008.8
2018-03-24,16.8,7.1,76,薄曇時々晴,2.7,1015.7
2018-03-25,19.3,6.6,62,快晴,2.7,1017.1
2018-03-26,21.8,8.2,62,薄曇一時晴,2.2,1016.6
2018-03-27,22.1,10.1,65,薄曇一時晴,2,1015.5
2018-03-28,22.9,11.1,65,快晴,2.5,1013.5
2018-03-29,24.2,12.4,60,快晴,2.4,1011.3
2018-03-30,18.4,9.6,36,晴,4,1018.1
2018-03-31,18.1,8.3,51,快晴,3.2,1019.8
2018-04-01,21.9,9.6,65,晴後薄曇,3.7,1014.4
2018-04-02,24.5,12.3,70,晴後時々薄曇,2.6,1013.9
2018-04-03,23.4,14.3,75,晴時々薄曇,2.3,1014.4
2018-04-04,26.2,14.7,68,晴後一時薄曇,3.3,1009.1
2018-04-05,15.3,11.6,71,曇,3.3,1016.5
2018-04-06,22.4,11.6,82,曇一時雨,5.3,1004.2
2018-04-07,21.8,10.2,62,曇一時晴,4.1,995.6
2018-04-08,16.8,7.2,43,晴,2,1008.5
2018-04-09,19.9,5.5,42,晴一時薄曇,3.7,1012.3
2018-04-10,19.1,8,52,晴,3.3,1018.7
2018-04-11,21.9,12.4,65,曇時々晴一時雨,6.5,1009.5
2018-04-12,25.9,13.9,58,薄曇一時晴,2.4,1006.4
2018-04-13,20.9,11.9,34,晴,3.9,1017.2
2018-04-14,18.8,11.4,67,曇後一時雨,4,1015.5
2018-04-15,22.1,13.5,75,曇一時雨,4.8,997.1
2018-04-16,20,11.7,48,曇時々晴,3.7,1012.7
2018-04-17,15,11,81,曇一時雨,2.3,1021.3
2018-04-18,16,10.4,94,雨一時晴,2.3,1013.4
2018-04-19,22.2,10.2,77,晴一時曇,3.3,1013.5
2018-04-20,26.4,12.3,61,快晴,3,1014.8
2018-04-21,26,12.8,65,快晴,2.8,1016.8
2018-04-22,28.3,13.9,67,晴一時薄曇,2.1,1014.4
2018-04-23,18.7,15.1,80,曇,3,1017.7
2018-04-24,21.3,15.4,84,曇後雨,3.3,1010.9
2018-04-25,22.5,16.6,95,大雨後薄曇一時晴,3.5,998.6
2018-04-26,25,14.8,55,晴後薄曇,3.9,1006.9
2018-04-27,22,15.1,70,曇,2.9,1006.9
2018-04-28,26.1,15.2,51,快晴,4.4,1009.8
2018-04-29,25.6,14,66,快晴,4.4,1014.1
2018-04-30,25.7,16.7,65,晴時々薄曇,4.5,1012.9
2018-05-01,28.1,16.7,59,晴後薄曇,2.9,1012.6
2018-05-02,25.3,17.1,79,曇後一時雨,3.2,1009.7
2018-05-03,27.4,16.8,77,曇一時雨,6.2,996.7
2018-05-04,23.8,13.2,55,晴,3.8,1004.5
2018-05-05,24.3,11.5,53,快晴,3.3,1011.4
2018-05-06,26.5,14.4,55,薄曇時々晴,4.5,1009.5
2018-05-07,21.6,13.9,83,曇後雨,4.3,1004
2018-05-08,14.6,11.4,92,曇後一時雨,3.1,1010.6
2018-05-09,14.3,10.3,90,雨後曇,2.9,1013
2018-05-10,15.8,10,84,曇時々雨後晴、雷を伴う,1.8,1015.1
2018-05-11,22.4,9,64,晴時々薄曇,3.7,1015.4
